stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"['constructed,', 'highly', 'referential', 'audacious', 'sit', 'finest', 'work.']","['A densely', 'highly', 'audacious', 'return to', 'form that', 'can comfortably', 'finest']","['A densely', 'constructed,', 'referential', 'audacious', 'can comfortably', 'Jean-Luc', 'finest']","['A densely', 'return to', 'form that', 'can comfortably', 'sit', 'among', 'work.']","['highly', 'referential', 'film, and an', 'return to', 'form that', ""Godard's""]","['A densely', 'highly', 'referential', 'film, and an', 'return to', 'form that', ""Godard's""]","['referential', 'film, and an', 'return to', 'form that', 'finest']","['constructed,', 'referential', 'form that']","['A densely', 'highly', 'can comfortably', 'sit', 'Jean-Luc', ""Godard's"", 'work.']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'form that', 'Jean-Luc']","['A densely', 'constructed,', 'film, and an', 'audacious', 'form that', ""Godard's"", 'work.']","['A densely', 'constructed,', 'film, and an', 'audacious', 'form that', 'can comfortably', ""Godard's""]","['constructed,', 'film, and an', 'audacious', 'form that', 'can comfortably', ""Godard's""]","['referential', 'film, and an', 'audacious', 'sit', 'among', 'Jean-Luc', ""Godard's""]","['A densely', 'constructed,', 'referential', 'film, and an', 'audacious', 'Jean-Luc', ""Godard's""]","['highly', 'referential', 'film, and an', 'audacious', 'form that', 'can comfortably', 'sit']","['constructed,', 'highly', 'return to', 'form that', 'can comfortably', 'among', 'Jean-Luc']","['highly', 'referential', 'film, and an', 'form that', 'can comfortably', 'sit']"
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,"['perseverance!', 'Happy', 'Anniversary']","['perseverance!', 'Happy', 'Anniversary']","['perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'Happy']","['@RickHoffman  And', 'perseverance!', 'Happy']","['@RickHoffman  And', 'perseverance!', 'Happy']",[],"['perseverance!', 'Anniversary']",[],"['perseverance!', 'Anniversary']","['perseverance!', 'Happy']","['perseverance!', 'Happy']",['perseverance!'],[],"['we are all so grateful', 'perseverance!']","['@RickHoffman  And', 'for your']","['@RickHoffman  And', 'for your', 'twin!']",['for your']
35,Nothing makes me happier than managing my depression well.,Positive,"['happier than', 'managing']","['Nothing', 'happier than']","['managing', 'well.']","['makes me', 'happier than']",['managing'],"['happier than', 'managing']","['makes me', 'my depression']",['managing'],['happier than'],"['happier than', 'managing']","['happier than', 'managing']","['happier than', 'managing']",['happier than'],['Nothing'],"['Nothing', 'managing']","['Nothing', 'well.']","['makes me', 'happier than']",['well.']
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,"['flattered and', 'happy to', 'motivates me', 'Thank you!', 'sml¬†']","['flattered and', 'happy to', 'my blog!', 'to write more', 'for my blog.']","['flattered and', 'hear those', 'complements for', 'motivates me', 'sml¬†']","['I am really', 'flattered and', 'my blog!', 'You guys', 'to write more']","['I am really', 'happy to', 'complements for', 'my blog!', 'to write more']","['flattered and', 'happy to', 'complements for', 'my blog!', 'to write more']","['happy to', 'for my blog.']","['happy to', 'motivates me', 'for my blog.', 'sml¬†']","['complements for', 'You guys']","['happy to', 'my blog!', 'motivates me', 'for my blog.']","['complements for', 'my blog!', 'You guys', 'Thank you!']","['I am really', 'flattered and', 'my blog!', 'You guys', 'Thank you!']","['I am really', 'flattered and', 'my blog!', 'You guys', 'Thank you!']","['I am really', 'motivates me', 'to write more', 'Thank you!', 'sml¬†']","['I am really', 'complements for', 'my blog!', 'motivates me', 'Thank you!']","['You guys', 'motivates me', 'for my blog.', 'Thank you!', 'sml¬†']","['happy to', 'hear those', 'motivates me', 'for my blog.', 'Thank you!']","['motivates me', 'to write more', 'Thank you!', 'sml¬†']"
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"['the hero is', 'patient,', 'as cute as', 'success', 'but short', 'seem']","['baseball', 'pictures where', 'the hero is', 'patient,', 'the odds', 'success', 'are long', 'enough to', 'seem']","['baseball', 'pictures where', 'stoic, the', 'wife is', 'patient,', 'the odds', 'against', 'intimidate,', 'seem']","['as cute as', 'all get-out and', 'are long', 'enough to', 'intimidate,', 'but short', 'enough to', 'make a', 'dream']","['the hero is', 'stoic, the', 'the odds', 'against', 'are long', 'intimidate,', 'make a', 'dream']","['the hero is', 'stoic, the', 'wife is', 'the odds', 'against', 'are long', 'intimidate,', 'make a', 'dream']","[""It's one of those"", 'baseball', 'success', 'are long', 'dream', 'seem']","['baseball', 'stoic, the', 'success', 'are long', 'enough to', 'dream', 'seem']","['pictures where', 'the hero is', 'the kids are', 'the odds', 'intimidate,', 'make a']","['baseball', 'stoic, the', 'against', 'success', 'are long', 'enough to', 'intimidate,', 'dream', 'seem']","['pictures where', 'stoic, the', 'as cute as', 'all get-out and', 'the odds', 'are long', 'intimidate,', 'make a', 'dream']","['pictures where', 'stoic, the', 'as cute as', 'all get-out and', 'the odds', 'are long', 'intimidate,', 'make a', 'seem']","['pictures where', 'stoic, the', 'as cute as', 'all get-out and', 'the odds', 'are long', 'intimidate,', 'make a']","['the hero is', 'against', 'are long', 'enough to', 'make a', 'seem']","['the hero is', 'stoic, the', 'against', 'are long', 'intimidate,', 'but short', 'enough to', 'make a', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and', 'enough to', 'but short']","[""It's one of those"", 'stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'against', 'but short']","['pictures where', 'the hero is', 'stoic, the', 'wife is', 'the kids are', 'as cute as', 'all get-out and', 'enough to']"
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"['Good', 'happy', 'Enjoy it']","['Tuesday!', 'I hope', 'Enjoy it']","['morning and', 'Tuesday!', 'tons']","['Good', 'happy', 'tons']","['Tuesday!', 'Enjoy it']","['Tuesday!', 'I hope', 'Enjoy it']",[],"['Tuesday!', 'tons']",[],"['Tuesday!', 'tons']","['Tuesday!', 'Enjoy it']","['Tuesday!', 'Enjoy it']","['day!', 'Enjoy it']",[],"['Tuesday!', 'day!']","['Tuesday!', 'Enjoy it', 'tons']","['Good', 'I hope', 'day!']","['Good', 'Enjoy it', 'tons']"
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,"['colorful,', 'intimate']","['An entertaining,', 'action-filled', 'crime']","['action-filled', 'crime', 'heart.']","['action-filled', 'crime', 'story with an']",['intimate'],"['colorful,', 'crime', 'intimate']",['crime'],"['An entertaining,', 'action-filled', 'crime']",['action-filled'],"['action-filled', 'crime', 'intimate']","['action-filled', 'story with an', 'intimate']","['action-filled', 'story with an', 'intimate']",['intimate'],"['An entertaining,', 'action-filled', 'story with an']","['An entertaining,', 'crime', 'story with an']","['crime', 'intimate', 'heart.']","['crime', 'story with an', 'intimate']",['heart.']
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"['beautifully', 'mounted,', 'managing to', 'walk a', 'fine', 'line with', 'madness.']","['beautifully', 'but, more to', 'the point, the', 'managing to', 'fine', 'line with', ""Joan's""]","['beautifully', 'mounted,', 'but, more to', 'issues are', 'subtly', ""Joan's"", 'madness.']","['the point, the', 'subtly', 'presented,', 'managing to', 'walk a', 'line with', 'regard to']","['issues are', 'subtly', 'managing to', 'walk a']","['issues are', 'subtly', 'managing to', 'walk a', 'line with', 'regard to', 'the question of']",[],"['issues are', 'the question of', ""Joan's""]",[],"['The film is', 'beautifully', 'mounted,', 'but, more to', 'issues are', 'the question of', ""Joan's""]","['beautifully', 'mounted,', 'subtly', 'fine', 'the question of', ""Joan's"", 'madness.']","['beautifully', 'mounted,', 'subtly', 'fine', 'the question of', ""Joan's"", 'madness.']","['beautifully', 'fine', 'madness.']",[],"['The film is', 'mounted,', 'but, more to', 'subtly', 'the question of', ""Joan's"", 'madness.']","['The film is', 'the point, the', 'issues are', 'subtly', 'presented,', 'managing to', 'fine']","['beautifully', 'mounted,', 'the point, the', 'issues are', 'subtly', 'walk a', 'fine']","['but, more to', 'issues are', 'presented,', 'managing to']"
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,"['isnt it.', 'fan of', 'inspiring.']","['Its amazing', 'isnt it.', 'restorations', 'photographs is', 'awe']","['isnt it.', 'but the life these', 'restorations', 'give the', 'inspiring.']","['Its amazing', 'B&W', 'give the', 'photographs is', 'inspiring.']","['Its amazing', 'Im a big', 'B&W', 'give the', 'awe']","['Its amazing', 'Im a big', 'B&W', 'give the', 'awe']",[],[],[],[],[],[],[],[],[],"['isnt it.', 'fan of', 'restorations', 'photographs is', 'inspiring.']",[],"['isnt it.', 'fan of', 'restorations', 'photographs is', 'inspiring.']"
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,['The mesmerizing'],"['performances of', 'the leads', 'riveted.']","['The mesmerizing', 'the leads', 'riveted.']","['keep the', 'audience', 'riveted.']",[],"['performances of', 'keep the film', 'riveted.']","['the leads', 'keep the film', 'grounded and']","['performances of', 'keep the film', 'riveted.']","['keep the', 'riveted.']","['performances of', 'keep the film', 'riveted.']","['performances of', 'keep the film', 'riveted.']","['performances of', 'keep the film', 'riveted.']",[],"['keep the', 'riveted.']","['the leads', 'keep the', 'riveted.']","['grounded and', 'keep the', 'riveted.']","['performances of', 'audience', 'riveted.']",[]
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"['humor and', 'a few fanciful', 'refreshingly', 'serious']","['Although', 'a few fanciful', 'touches, the', 'refreshingly', 'young']","['laced with', 'a few fanciful', 'serious', 'young', 'women.']","['touches, the', 'serious', 'look at', 'young', 'women.']","['Although', 'laced with', 'a few fanciful', 'serious', 'young']","['laced with', 'a few fanciful', 'touches, the', 'serious', 'young']",['young'],"['look at', 'young']",['women.'],"['humor and', 'a few fanciful', 'serious', 'look at', 'young']","['laced with', 'humor and', 'a few fanciful', 'serious', 'young']","['laced with', 'humor and', 'a few fanciful', 'serious', 'young']","['Although', 'laced with', 'humor and', 'serious', 'young']","['serious', 'women.']","['Although', 'laced with', 'serious', 'look at', 'young']","['Although', 'humor and', 'refreshingly', 'serious', 'look at']","['Although', 'humor and', 'film is a', 'look at', 'young']","['humor and', 'touches, the', 'serious', 'look at']"
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"['One of the best', 'films of', 'masterpiece.']","['happiness', 'faced by', 'five', 'contemporary', 'masterpiece.']","['obstacles to', 'five', 'contemporary', 'a psychological', 'masterpiece.']","['obstacles to', 'five', 'contemporary', 'a psychological', 'masterpiece.']","['One of the best', 'films of', 'the year', 'five', 'individuals ...']","['films of', 'the year', 'five', 'individuals ...', 'a psychological']",[],['a psychological'],[],"['the year', 'obstacles to', 'contemporary', 'a psychological', 'masterpiece.']","['films of', 'a psychological']","['films of', 'obstacles to', 'contemporary', 'a psychological', 'masterpiece.']",['films of'],[],"['One of the best', 'films of', 'obstacles to', 'contemporary', 'masterpiece.']","['One of the best', 'obstacles to', 'faced by', 'contemporary', 'masterpiece.']","['One of the best', 'five', 'individuals ...']","['obstacles to', 'faced by']"
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,"['Happy', 'Anniversary']","['perseverance!', 'Happy', 'Anniversary']","['perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'Anniversary', 'twin!']","['we are all so grateful', 'for your']","['we are all so grateful', 'for your', 'Happy']",['we are all so grateful'],"['we are all so grateful', 'for your']","['@RickHoffman  And', 'Happy', 'twin!']","['@RickHoffman  And', 'for your']","['@RickHoffman  And', 'for your']","['@RickHoffman  And', 'for your']",['perseverance!'],"['we are all so grateful', 'Happy', 'twin!']","['we are all so grateful', 'for your', 'twin!']","['for your', 'perseverance!', 'twin!']","['we are all so grateful', 'for your', 'twin!']","['@RickHoffman  And', 'perseverance!', 'twin!']"
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"['as far as', 'I understand', 'Am I on the wrong', '*track*', 'here?']","['I understand', 'the pseudo', 'describes a', ""so I'm trying to"", 'finds a', 'the logic', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', 'here?']","['as far as', 'code', 'describes a', 'searching', 'algorithm...', ""so I'm trying to"", 'Path', '""Algorithm.""""""', '*track*', 'here?']","['code', 'path', 'algorithm...', ""so I'm trying to"", 'write a', 'program that', 'Hamiltonian', 'Path', 'using', 'here?']","['@HighPerformanceMark,', 'as far as', 'code', 'searching', 'algorithm...', 'finds a', 'Path', 'using', '""of the """"DNA""', '""Algorithm.""""""']","['@HighPerformanceMark,', 'as far as', 'code', 'searching', 'algorithm...', 'finds a', 'Path', 'using', '""of the """"DNA""', '""Algorithm.""""""']","['program that', 'finds a', 'Hamiltonian', 'Am I on the wrong', '*track*', 'here?']","['program that', 'finds a', '""Algorithm.""""""', 'Am I on the wrong', '*track*']","['as far as', 'I understand', 'the pseudo', 'path', 'algorithm...', 'the logic']","['@HighPerformanceMark,', 'I understand', 'describes a', 'write a', 'program that', 'finds a', 'Path', 'using', '""Algorithm.""""""', '*track*']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'code', 'describes a', 'algorithm...', 'Path', 'using', 'the logic']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'searching', 'algorithm...', 'Path', 'using', 'the logic']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'searching', 'algorithm...', 'using', '""Algorithm.""""""', '*track*']","['as far as', 'I understand', 'the pseudo', 'algorithm...', 'write a', 'program that', 'using', '*track*']","['as far as', 'I understand', 'the pseudo', 'algorithm...', 'write a', 'Path', 'using', 'the logic', '""Algorithm.""""""', '*track*']","['@HighPerformanceMark,', 'as far as', 'I understand', 'describes a', 'searching', ""so I'm trying to"", 'write a', 'using', '""Algorithm.""""""', '*track*']","['@HighPerformanceMark,', 'describes a', 'searching', 'algorithm...', 'finds a', 'using', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'I understand', 'describes a', 'searching', 'algorithm...', 'using', 'the logic', '""Algorithm.""""""', 'Am I on the wrong', '*track*']"
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,"['Opps,', ""I'm going"", 'to fix it', 'for you, ok?']","['Opps,', 'your archive', 'links to', 'talk', 'for you, ok?']","['how come', 'your archive', ""the article's"", 'talk', 'archive?']","['Opps,', 'how come', 'your archive', 'to fix it', 'for you, ok?']","['Opps,', 'your archive', 'talk', 'page', 'to fix it']","['Opps,', 'your archive', 'talk', 'page', 'to fix it']","['how come', 'for you, ok?']","['Opps,', 'how come', 'your archive', ""the article's"", 'talk']","['links to', 'to fix it']","['Opps,', 'how come', 'your archive', 'links to', 'talk']","['Opps,', 'your archive', 'links to', 'archive?', ""I'm going""]","['your archive', 'links to', 'archive?', ""I'm going""]","['Opps,', 'your archive', 'links to', 'archive?', ""I'm going""]","['links to', 'archive?', 'for you, ok?']","['how come', 'links to', 'page', 'archive?']","[""the article's"", 'talk', 'page', 'archive?', ""I'm going""]","['your archive', ""the article's"", ""I'm going"", 'to fix it', 'for you, ok?']","['Opps,', ""the article's"", 'talk', 'page', 'archive?']"
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"['Thanks for', 'By the way,', ""you weren't an admin:"", 'would you', 'like to be?']","['the heads-up on that;', ""I don't really"", 'By the way,', 'I noticed', ""you weren't an admin:""]","['the heads-up on that;', ""you'd said."", 'I noticed', ""you weren't an admin:"", 'would you']","['the heads-up on that;', ""I don't really"", 'beyond what', 'I noticed', ""you weren't an admin:""]","['Thanks for', ""I don't really"", 'to add', 'beyond what', ""you weren't an admin:""]","[""I don't really"", 'to add', 'beyond what', 'I noticed', ""you weren't an admin:""]","['the heads-up on that;', 'to add', 'By the way,', 'would you', 'like to be?']","['Thanks for', 'to add', 'beyond what', 'I noticed', 'like to be?']","['beyond what', ""you'd said."", 'you said']","['Thanks for', 'beyond what', 'I noticed', 'you said', 'like to be?']","['Thanks for', 'the heads-up on that;', 'have anything', 'beyond what', ""you weren't an admin:""]","['Thanks for', 'beyond what', 'I noticed', 'you said', ""you weren't an admin:""]","['the heads-up on that;', 'have anything', 'beyond what', ""you weren't an admin:""]","['beyond what', 'I noticed', 'you said', 'like to be?']","['the heads-up on that;', 'have anything', 'I noticed', 'you said', 'like to be?']","['have anything', 'I noticed', ""you weren't an admin:"", 'would you', 'like to be?']","['beyond what', ""you'd said."", 'I noticed', 'would you', 'like to be?']","['have anything', 'I noticed', 'would you', 'like to be?']"
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"['Hey Love,', 'as you wish,', 'let me know.¬†']","['Hey Love,', 'as you wish,', 'my section,']","['as you wish,', 'if you¬† have', 'my section,', 'Is English']","['let me know.¬†', 'Is English', 'a second', 'language for']","['let me know.¬†', 'a second', 'language for']","['as you wish,', 'let me know.¬†', 'a second', 'language for']","['if you¬† have', 'let me know.¬†', 'a second']","['a second', 'language for', 'you?']","['as you wish,', 'any suggestions about', 'you?']","['Hey Love,', 'a second', 'language for', 'you?']","['as you wish,', 'any suggestions about', 'my section,', 'language for']","['Hey Love,', 'as you wish,', 'any suggestions about', 'language for']","['Hey Love,', 'as you wish,', 'any suggestions about', 'language for']","['let me know.¬†', 'Is English', 'a second']","['Hey Love,', 'if you¬† have', 'let me know.¬†', 'language for']","['my section,', 'let me know.¬†', 'a second', 'language for']","['as you wish,', 'my section,', 'a second', 'language for']","['let me know.¬†', 'Is English', 'a second']"
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,"['Happy', 'Birthday']","['Happy', 'Birthday']","['Happy', 'Marc']","['have a good', 'one! Xx']",['one! Xx'],"['have a good', 'one! Xx']",[],['one! Xx'],[],"['Happy', 'one! Xx']","['Birthday', 'have a good']","['Birthday', 'have a good']",['Birthday'],[],"['Birthday', 'one! Xx']","['Marc', 'one! Xx']","['@marcdeacon ', 'one! Xx']",['Marc']
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"['sorry for', 'the late', 'greeting¬†', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'unnie!', ""i'm deeply"", 'greeting¬†']","['Hello,', 'unnie!', 'paradox.', 'greeting¬†', 'Chaey is']","[""i'm deeply"", 'greeting¬†', 'Chaey is', 'wishing you', 'to have a pleasant +']","['unnie!', 'paradox.', 'Chaey is', 'wishing you']","['@apinknumjoo', 'unnie!', 'paradox.', 'Chaey is', 'wishing you']",[],"['sorry for', 'the late', 'to have a pleasant +']",[],"['@apinknumjoo', 'unnie!', 'Welcome to', 'sorry for', 'the late']","['@apinknumjoo', 'unnie!', 'Welcome to', 'paradox.', 'sorry for']","['@apinknumjoo', 'unnie!', 'Welcome to', 'paradox.', 'sorry for']","['@apinknumjoo', 'Hello,', 'unnie!', 'Welcome to', 'paradox.']","['Welcome to', 'Chaey is']","['@apinknumjoo', 'Welcome to', 'paradox.', 'sorry for', 'Chaey is']","['paradox.', ""i'm deeply"", 'the late', 'Chaey is', 'wishing you']","['paradox.', ""i'm deeply"", 'sorry for', 'the late', 'Chaey is']","['paradox.', ""i'm deeply"", 'sorry for', 'Chaey is']"
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"['trouble', 'chance you']","['Hey Sai -', 'picturing it', 'Any']","['Hey Sai -', ""I'm having"", 'trouble']","['Hey Sai -', 'my head.', 'have a design']","[""I'm having"", 'or a sketch for it?']","['Hey Sai -', ""I'm having"", 'or a sketch for it?']","[""I'm having"", 'picturing it', 'my head.']","[""I'm having"", 'picturing it', 'have a design']","['trouble', 'have a design', 'or a sketch for it?']","['Hey Sai -', ""I'm having"", 'picturing it']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['Hey Sai -', 'my head.', 'have a design']","[""I'm having"", 'trouble', 'my head.']","['Hey Sai -', ""I'm having"", 'trouble']","['Hey Sai -', ""I'm having"", 'trouble']","['Hey Sai -', ""I'm having"", 'trouble']"
53,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,Polite,"['Happy to', 'connect :) have', 'a great', 'Tuesday.']","['Thanks for', 'the recent', '@discoverdelicio', 'Tuesday.']","['@discoverdelicio', '@johnmilley58', '@OrbeauCustomer', 'Happy to']","['Thanks for', 'the recent', '@discoverdelicio', 'Tuesday.']","['@discoverdelicio', '@johnmilley58', 'connect :) have']","['the recent', '@discoverdelicio', '@johnmilley58', 'connect :) have']",[],"['@discoverdelicio', 'a great']",[],"['@discoverdelicio', '@johnmilley58']","['@johnmilley58', '@OrbeauCustomer']","['@johnmilley58', '@OrbeauCustomer']","['@johnmilley58', 'a great']",[],"['@discoverdelicio', 'a great']","['Thanks for', '@johnmilley58', 'a great', 'Tuesday.']","['the recent', '@OrbeauCustomer', 'connect :) have', 'a great']","['Thanks for', 'Happy to', 'connect :) have', 'a great']"
54,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",Polite,"['May I', 'nominate you?']","['I will understand', 'if you decline,', 'very much like']","['you to accept.¬†', 'May I', 'nominate you?']","['I will understand', 'but would', 'very much like']","['I will understand', 'but would', 'May I']","['I will understand', 'but would', 'May I']",['nominate you?'],"['I will understand', 'but would', 'you to accept.¬†']",['very much like'],"['I will understand', 'but would', 'you to accept.¬†']","['I will understand', 'but would', 'very much like']","['I will understand', 'but would', 'very much like']",['very much like'],"['if you decline,', 'but would', 'May I']","['I will understand', 'if you decline,', 'but would']","['I will understand', 'if you decline,', 'May I']","['I will understand', 'but would', 'nominate you?']","['I will understand', 'if you decline,', 'May I']"
55,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",Polite,"[""you're hilarious"", 'and smart.', 'is brilliant.', 'Please']","['and smart.', 'Lovett or', 'is brilliant.', 'Please', 'Florida!']","['All that said,', ""you're hilarious"", 'Lovett or', 'Please', 'Florida!']","[""you're hilarious"", 'Leave It', 'come do', 'a live', 'Florida!']","['@jonlovett', 'is brilliant.', 'come do', 'a live', 'show in']","['@jonlovett', 'is brilliant.', 'come do', 'a live', 'show in']",[],['a live'],[],"['@jonlovett', 'All that said,', 'Leave It', 'a live', 'show in']","['@jonlovett', ""you're hilarious"", 'is brilliant.', 'come do', 'show in']","['@jonlovett', ""you're hilarious"", 'is brilliant.', 'come do', 'show in']","['@jonlovett', ""you're hilarious"", 'is brilliant.', 'come do', 'show in']",[],"['and smart.', 'is brilliant.', 'come do', 'show in', 'Florida!']","['@jonlovett', 'All that said,', 'Leave It', 'is brilliant.', 'Please']","['@jonlovett', 'is brilliant.', 'a live', 'show in', 'Florida!']","['@jonlovett', 'Leave It', 'is brilliant.', 'Please', 'Florida!']"
56,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,Polite,"['Care to', 'give any']","['@svante -', ""I'm fine"", 'feedback on']","[""I'm fine"", 'Care to', 'be using?']","['give any', 'feedback on', 'what I SHOULD']","['feedback on', 'be using?']","['feedback on', 'what I SHOULD', 'be using?']",[],['be using?'],[],['be using?'],['be using?'],['be using?'],['with that!'],[],['be using?'],"[""I'm fine"", 'what I SHOULD', 'be using?']","['with that!', 'what I SHOULD', 'be using?']","[""I'm fine"", 'be using?']"
57,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,Polite,[],"['More important than', 'down.¬†', 'should do?']","['down.¬†', 'Any tips on what', 'the recipient']","['More important than', 'how they work', 'is how to shut them']","['More important than', 'down.¬†', 'Any tips on what']","['how they work', 'down.¬†', 'Any tips on what']",['should do?'],"['Any tips on what', 'the recipient']",['down.¬†'],"['how they work', 'is how to shut them', 'the recipient']","['how they work', 'is how to shut them', 'down.¬†']","['how they work', 'is how to shut them', 'down.¬†']","['how they work', 'is how to shut them']",['down.¬†'],"['how they work', 'is how to shut them', 'of such a message']","['More important than', 'how they work', 'Any tips on what']","['More important than', 'how they work', 'is how to shut them']","['More important than', 'how they work', 'is how to shut them']"
58,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",Polite,"['Thanks,', 'be a good']","['Thanks,', 'I think', 'Angel']","['Angel', 'Mendez will', 'portal. What']","['Thanks,', 'I think', 'story for the']","['I think', 'story for the']","['I think', 'story for the', 'portal. What']",[],"['I think', 'portal. What']",[],"['Thanks,', 'story for the', 'portal. What']","['Angel', 'story for the']","['Angel', 'story for the']","['Angel', 'story for the']",[],"['Mendez will', 'story for the']","['be a good', 'portal. What', 'do you think?']","['be a good', 'story for the', 'portal. What']","['be a good', 'do you think?']"
59,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",Polite,"['Thank you', 'post. I', 'realise that I', 'are the sources', 'acceptable?']","['for removing', '""Deletion"""" from my""', 'post. I', 'need to do', 'itself, but', 'that I am using', 'acceptable?']","['for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'realise that I', 'still', 'are the sources', 'acceptable?']","['for removing', 'realise that I', 'more', 'work on', 'the post', 'itself, but', 'that I am using']","['Thank you', '""the """"Speedy""', 'post. I', 'still', 'more', 'itself, but', 'acceptable?']","['Thank you', '""the """"Speedy""', 'post. I', 'still', 'more', 'itself, but', 'acceptable?']",[],['acceptable?'],[],"['""the """"Speedy""', '""Deletion"""" from my""', 'need to do', 'more', 'work on', 'the post', 'itself, but']","['""the """"Speedy""', 'still']","['""the """"Speedy""', 'still']","['""the """"Speedy""']",[],"['""the """"Speedy""', 'that I am using']","['Thank you', 'for removing', '""the """"Speedy""']","['Thank you', 'for removing', '""Deletion"""" from my""', 'still', 'need to do', 'work on', 'the post']","['Thank you', 'for removing', '""the """"Speedy""', '""Deletion"""" from my""', 'need to do', 'work on', 'the post']"
60,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",Polite,"['is a nice', ""I'd love to"", 'it possible for']","['Yes, this', 'illustration.', ""I'd love to""]","['illustration.', 'have a look of the', 'code; is']","[""I'd love to"", 'have a look of the', 'it possible for']","['Yes, this', ""I'd love to"", 'it possible for']","[""I'd love to"", 'it possible for', 'you to mail']",[],"['it possible for', 'you to mail']",[],"['illustration.', 'it possible for', 'you to mail']","['code; is', 'you to mail']","['illustration.', 'code; is', 'you to mail']",['is a nice'],[],"['is a nice', 'code; is']","['Yes, this', 'is a nice', 'code; is']","['Yes, this', 'code; is', 'you to mail']","['Yes, this', 'code; is', 'it to me?']"
