stim_id,text,style,hummingbird annotations,captum scores,surprisal,Dwell Time z_score,Dwell Time pred,Dwell Time raw,Reread Time z_score,Reread Time raw,Go Past Time z_score,Go Past Time raw,First Run Dwell z_score,First Run Dwell raw,First Run Dwell pred,First Fixation Duration z_score,First Fixation Duration raw,Pupil Size z_score,Pupil Size raw,Pupil Size pred
31,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",Positive,"[""there's no need"", 'to be bitter.', 'redeems.']","['delicious', 'piece of', 'chocolate', 'yourself that', 'Sweetness']","['delicious', 'to remind', ""there's no need"", 'Sweetness', 'redeems.']","['Sometimes,', 'you just need', 'to eat a', 'piece of', 'chocolate']","['you just need', 'yourself that', ""there's no need"", 'to be bitter.']","['you just need', 'to remind', ""there's no need"", 'to be bitter.', 'redeems.']",[],"['you just need', 'to remind', 'yourself that', 'to be bitter.', 'redeems.']",[],"['to remind', 'yourself that', ""there's no need"", 'to be bitter.', 'redeems.']","['Sometimes,', 'you just need', ""there's no need"", 'to be bitter.', 'redeems.']","['Sometimes,', 'you just need', ""there's no need"", 'to be bitter.', 'redeems.']","['you just need', 'yourself that', ""there's no need"", 'to be bitter.']",['delicious'],"['delicious', 'piece of', 'chocolate', 'to remind', 'redeems.']","['Sometimes,', 'you just need', 'to remind', 'yourself that', 'redeems.']","['Sometimes,', 'you just need', 'to remind', 'yourself that', 'redeems.']","['to eat a', 'piece of', 'Sweetness', 'redeems.']"
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"['constructed,', 'highly', 'referential', 'audacious', 'sit', 'finest', 'work.']","['A densely', 'highly', 'audacious', 'return to', 'form that', 'can comfortably', 'finest']","['A densely', 'constructed,', 'referential', 'audacious', 'can comfortably', 'Jean-Luc', 'finest']","['A densely', 'constructed,', 'highly', 'referential', 'film, and an', 'audacious', 'return to']","['constructed,', 'referential', 'film, and an', 'audacious', 'return to', 'can comfortably']","['A densely', 'constructed,', 'referential', 'film, and an', 'audacious', 'return to', 'can comfortably']","['constructed,', 'highly', 'return to', 'sit', ""Godard's"", 'finest', 'work.']","['constructed,', 'referential', 'audacious', 'return to', ""Godard's"", 'finest', 'work.']","['A densely', 'film, and an', 'audacious', 'can comfortably', 'among']","['referential', 'audacious', 'return to', 'can comfortably', ""Godard's"", 'finest', 'work.']","['A densely', 'referential', 'audacious', 'can comfortably', 'among', 'Jean-Luc', ""Godard's""]","['A densely', 'referential', 'audacious', 'form that', 'can comfortably', 'among', 'Jean-Luc']","['constructed,', 'referential', 'film, and an', 'audacious', 'return to', 'can comfortably']","['A densely', 'referential', 'audacious', 'form that', 'Jean-Luc', ""Godard's""]","['A densely', 'referential', 'audacious', 'return to', 'form that', 'Jean-Luc', ""Godard's""]","['A densely', 'constructed,', 'highly', 'referential', 'audacious', 'return to', 'Jean-Luc']","['A densely', 'referential', 'audacious', 'among', 'Jean-Luc', 'finest', 'work.']","['highly', 'sit', 'among', 'Jean-Luc', 'finest', 'work.']"
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,"['perseverance!', 'Happy', 'Anniversary']","['perseverance!', 'Happy', 'Anniversary']","['perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'perseverance!']","['we are all so grateful', 'perseverance!']","['@RickHoffman  And', 'we are all so grateful', 'perseverance!']",[],"['we are all so grateful', 'Anniversary']",[],"['we are all so grateful', 'Anniversary']","['we are all so grateful', 'perseverance!']","['we are all so grateful', 'perseverance!']","['we are all so grateful', 'perseverance!']",[],"['we are all so grateful', 'perseverance!']","['@RickHoffman  And', 'perseverance!']","['@RickHoffman  And', 'perseverance!']","['Happy', 'twin!']"
35,Nothing makes me happier than managing my depression well.,Positive,"['happier than', 'managing']","['Nothing', 'happier than']","['managing', 'well.']","['makes me', 'happier than']",['my depression'],"['happier than', 'managing']",['happier than'],"['managing', 'well.']",['my depression'],"['managing', 'well.']","['happier than', 'managing']","['happier than', 'managing']",['my depression'],['managing'],"['Nothing', 'managing']","['Nothing', 'makes me']","['Nothing', 'well.']",['well.']
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,"['flattered and', 'happy to', 'motivates me', 'Thank you!', 'sml¬†']","['flattered and', 'happy to', 'my blog!', 'to write more', 'for my blog.']","['flattered and', 'hear those', 'complements for', 'motivates me', 'sml¬†']","['I am really', 'flattered and', 'hear those', 'my blog!', 'to write more']","['flattered and', 'complements for', 'motivates me', 'for my blog.']","['complements for', 'my blog!', 'motivates me', 'to write more', 'sml¬†']","['flattered and', 'for my blog.']","['You guys', 'for my blog.', 'Thank you!', 'sml¬†']","['You guys', 'Thank you!']","['You guys', 'for my blog.', 'Thank you!', 'sml¬†']","['complements for', 'my blog!', 'to write more', 'sml¬†']","['complements for', 'my blog!', 'to write more', 'sml¬†']","['flattered and', 'complements for', 'motivates me', 'for my blog.']","['my blog!', 'Thank you!']","['my blog!', 'to write more', 'Thank you!', 'sml¬†']","['I am really', 'flattered and', 'You guys', 'Thank you!', 'sml¬†']","['I am really', 'flattered and', 'You guys', 'Thank you!', 'sml¬†']","['hear those', 'my blog!', 'You guys', 'sml¬†']"
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"['the hero is', 'patient,', 'as cute as', 'success', 'but short', 'seem']","['baseball', 'pictures where', 'the hero is', 'patient,', 'the odds', 'success', 'are long', 'enough to', 'seem']","['baseball', 'pictures where', 'stoic, the', 'wife is', 'patient,', 'the odds', 'against', 'intimidate,', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'the hero is', 'stoic, the', 'wife is', 'patient,', 'against', 'success']","['pictures where', 'the hero is', 'stoic, the', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'intimidate,']","[""It's one of those"", 'pictures where', 'the hero is', 'stoic, the', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'intimidate,']","['baseball', 'success', 'are long', 'make a', 'dream', 'seem']","['baseball', 'the hero is', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'enough to', 'make a', 'seem']","[""It's one of those"", 'the kids are', 'all get-out and', 'against', 'intimidate,', 'enough to']","['the hero is', 'stoic, the', 'patient,', 'the kids are', 'as cute as', 'all get-out and', 'intimidate,', 'make a', 'seem']","[""It's one of those"", 'pictures where', 'the hero is', 'stoic, the', 'as cute as', 'all get-out and', 'the odds', 'are long', 'intimidate,']","[""It's one of those"", 'pictures where', 'the hero is', 'stoic, the', 'as cute as', 'all get-out and', 'are long', 'intimidate,', 'seem']","['pictures where', 'the hero is', 'stoic, the', 'the kids are', 'as cute as', 'all get-out and', 'the odds', 'intimidate,']","['the hero is', 'against', 'are long', 'enough to', 'make a', 'seem']","['pictures where', 'stoic, the', 'wife is', 'against', 'are long', 'intimidate,', 'enough to', 'make a', 'seem']","[""It's one of those"", 'baseball', 'pictures where', 'wife is', 'patient,', 'the kids are', 'as cute as', 'are long', 'enough to']","['baseball', 'pictures where', 'wife is', 'patient,', 'the kids are', 'as cute as', 'success', 'enough to', 'dream']","['baseball', 'wife is', 'patient,', 'as cute as', 'the odds', 'make a', 'dream', 'seem']"
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"['Good', 'happy', 'Enjoy it']","['Tuesday!', 'I hope', 'Enjoy it']","['morning and', 'Tuesday!', 'tons']","['Good', 'happy', 'you have a terrific']","['morning and', 'you have a terrific']","['morning and', 'you have a terrific', 'Enjoy it']",[],"['Enjoy it', 'tons']",[],"['Enjoy it', 'tons']","['Good', 'you have a terrific', 'Enjoy it']","['you have a terrific', 'Enjoy it']","['morning and', 'you have a terrific']",[],"['Enjoy it', 'tons']","['happy', 'Enjoy it', 'tons']","['day!', 'Enjoy it', 'tons']","['day!', 'tons']"
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,"['colorful,', 'intimate']","['An entertaining,', 'action-filled', 'crime']","['action-filled', 'crime', 'heart.']","['An entertaining,', 'action-filled', 'crime']",['action-filled'],"['An entertaining,', 'action-filled', 'intimate']",['crime'],"['crime', 'intimate', 'heart.']",['action-filled'],"['crime', 'intimate', 'heart.']","['action-filled', 'story with an', 'intimate']","['action-filled', 'story with an', 'intimate']",['action-filled'],"['An entertaining,', 'colorful,', 'story with an']","['crime', 'story with an', 'heart.']","['An entertaining,', 'intimate', 'heart.']","['An entertaining,', 'colorful,', 'heart.']",['crime']
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"['beautifully', 'mounted,', 'managing to', 'walk a', 'fine', 'line with', 'madness.']","['beautifully', 'but, more to', 'the point, the', 'managing to', 'fine', 'line with', ""Joan's""]","['beautifully', 'mounted,', 'but, more to', 'issues are', 'subtly', ""Joan's"", 'madness.']","['mounted,', 'but, more to', 'the point, the', 'presented,', 'managing to', 'walk a', 'line with']","['beautifully', 'but, more to', 'issues are', 'managing to']","['but, more to', 'issues are', 'subtly', 'presented,', 'managing to', 'walk a', 'the question of']",[],"['issues are', 'subtly', 'presented,', 'the question of', ""Joan's"", 'madness.']",[],"['issues are', 'subtly', 'presented,', 'the question of', ""Joan's"", 'madness.']","['The film is', 'mounted,', 'subtly', 'managing to', 'the question of', ""Joan's"", 'madness.']","['The film is', 'but, more to', 'subtly', 'managing to', 'the question of', 'madness.']","['beautifully', 'but, more to', 'issues are', 'managing to']",[],"['The film is', 'subtly', 'managing to', 'walk a', ""Joan's"", 'madness.']","['The film is', 'beautifully', 'issues are', 'subtly', 'presented,', 'regard to', 'the question of']","['mounted,', 'but, more to', 'managing to', 'fine', 'regard to', 'the question of', ""Joan's""]","['mounted,', 'subtly', 'walk a', ""Joan's""]"
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,"['isnt it.', 'fan of', 'inspiring.']","['Its amazing', 'isnt it.', 'restorations', 'photographs is', 'awe']","['isnt it.', 'but the life these', 'restorations', 'give the', 'inspiring.']","['isnt it.', 'Im a big', 'but the life these', 'restorations']","['Its amazing', 'Im a big', 'but the life these', 'restorations', 'photographs is']","['Its amazing', 'Im a big', 'B&W', 'but the life these', 'restorations']",[],[],[],[],[],[],"['Its amazing', 'Im a big', 'but the life these', 'restorations', 'photographs is']",[],[],"['isnt it.', 'fan of', 'restorations', 'photographs is', 'inspiring.']",[],"['Its amazing', 'isnt it.', 'Im a big', 'B&W', 'awe']"
42,The mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,Positive,['The mesmerizing'],"['performances of', 'the leads', 'riveted.']","['The mesmerizing', 'the leads', 'riveted.']","['The mesmerizing', 'the leads', 'keep the film']",[],"['The mesmerizing', 'performances of', 'keep the film']","['the leads', 'audience']","['keep the film', 'keep the', 'riveted.']","['The mesmerizing', 'keep the']","['keep the film', 'keep the', 'riveted.']","['The mesmerizing', 'keep the film', 'riveted.']","['performances of', 'keep the film', 'riveted.']",[],"['keep the', 'riveted.']","['keep the film', 'keep the', 'riveted.']","['The mesmerizing', 'performances of', 'grounded and']","['The mesmerizing', 'grounded and', 'keep the']",[]
43,"Although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women.",Positive,"['humor and', 'a few fanciful', 'refreshingly', 'serious']","['Although', 'a few fanciful', 'touches, the', 'refreshingly', 'young']","['laced with', 'a few fanciful', 'serious', 'young', 'women.']","['Although', 'laced with', 'a few fanciful', 'refreshingly', 'look at']","['laced with', 'a few fanciful', 'touches, the', 'refreshingly']","['laced with', 'a few fanciful', 'refreshingly', 'serious', 'young']",['women.'],"['laced with', 'serious', 'look at', 'young', 'women.']",['a few fanciful'],"['a few fanciful', 'serious', 'look at', 'young', 'women.']","['Although', 'laced with', 'a few fanciful', 'refreshingly', 'serious']","['Although', 'a few fanciful', 'refreshingly', 'serious', 'look at']","['laced with', 'a few fanciful', 'touches, the', 'refreshingly']","['serious', 'young']","['Although', 'laced with', 'serious', 'look at', 'young']","['Although', 'laced with', 'humor and', 'film is a', 'refreshingly']","['Although', 'humor and', 'film is a', 'look at', 'women.']","['laced with', 'serious', 'young', 'women.']"
44,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece.,Positive,"['One of the best', 'films of', 'masterpiece.']","['happiness', 'faced by', 'five', 'contemporary', 'masterpiece.']","['obstacles to', 'five', 'contemporary', 'a psychological', 'masterpiece.']","['One of the best', 'films of', 'with its exploration of the', 'obstacles to']","['with its exploration of the', 'obstacles to', 'individuals ...', 'a psychological']","['One of the best', 'with its exploration of the', 'obstacles to', 'happiness', 'a psychological']",[],"['happiness', 'a psychological']",[],"['happiness', 'a psychological']","['with its exploration of the', 'a psychological']","['with its exploration of the', 'a psychological']","['with its exploration of the', 'obstacles to', 'individuals ...', 'a psychological']",[],"['five', 'a psychological']","['One of the best', 'obstacles to', 'happiness']","['films of', 'obstacles to', 'faced by']","['films of', 'obstacles to', 'faced by', 'five']"
45,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Polite,"['Happy', 'Anniversary']","['perseverance!', 'Happy', 'Anniversary']","['perseverance!', 'Happy', 'twin!']","['@RickHoffman  And', 'we are all so grateful', 'perseverance!']","['we are all so grateful', 'perseverance!']","['@RickHoffman  And', 'we are all so grateful', 'Anniversary']","['Happy', 'Anniversary', 'twin!']","['we are all so grateful', 'Anniversary']",['@RickHoffman  And'],"['we are all so grateful', 'Anniversary']","['we are all so grateful', 'perseverance!']","['we are all so grateful', 'perseverance!']","['we are all so grateful', 'perseverance!']",['for your'],"['@RickHoffman  And', 'perseverance!']","['@RickHoffman  And', 'perseverance!']","['Happy', 'Anniversary']","['Happy', 'twin!']"
46," @HighPerformanceMark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",Polite,"['as far as', 'I understand', 'Am I on the wrong', '*track*', 'here?']","['I understand', 'the pseudo', 'describes a', ""so I'm trying to"", 'finds a', 'the logic', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', 'here?']","['as far as', 'code', 'describes a', 'searching', 'algorithm...', ""so I'm trying to"", 'Path', '""Algorithm.""""""', '*track*', 'here?']","['@HighPerformanceMark,', 'as far as', 'I understand', 'the pseudo', 'describes a', 'algorithm...', 'write a', 'finds a', 'using', 'Am I on the wrong']","['@HighPerformanceMark,', 'as far as', 'the pseudo', 'describes a', 'algorithm...', ""so I'm trying to"", 'Hamiltonian', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong']","['@HighPerformanceMark,', 'I understand', 'the pseudo', 'describes a', 'searching', ""so I'm trying to"", 'program that', 'Hamiltonian', 'Am I on the wrong', '*track*']","['I understand', 'path', 'program that', 'the logic', '""Algorithm.""""""', 'here?']","['as far as', 'the pseudo', 'describes a', 'path', 'searching', 'program that', '""Algorithm.""""""', 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'describes a', 'searching', ""so I'm trying to"", 'Hamiltonian', '""of the """"DNA""']","['@HighPerformanceMark,', 'the pseudo', 'describes a', 'path', ""so I'm trying to"", 'program that', 'Hamiltonian', 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'as far as', 'the pseudo', 'describes a', 'searching', ""so I'm trying to"", 'program that', 'Hamiltonian', 'Am I on the wrong', '*track*']","['@HighPerformanceMark,', 'as far as', 'the pseudo', 'describes a', ""so I'm trying to"", 'program that', 'Hamiltonian', 'Am I on the wrong', '*track*', 'here?']","['@HighPerformanceMark,', 'as far as', 'the pseudo', 'describes a', 'algorithm...', ""so I'm trying to"", 'Hamiltonian', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong']","['as far as', 'the pseudo', 'path', 'searching', ""so I'm trying to"", 'using', '*track*', 'here?']","['as far as', 'code', 'describes a', 'path', ""so I'm trying to"", 'program that', 'Path', 'using', '*track*', 'here?']","['@HighPerformanceMark,', 'as far as', 'code', 'describes a', 'path', 'searching', 'write a', 'finds a', '""of the """"DNA""', 'Am I on the wrong']","['@HighPerformanceMark,', 'describes a', 'searching', 'algorithm...', 'program that', 'using', '""of the """"DNA""', '""Algorithm.""""""', 'Am I on the wrong', '*track*']","['as far as', 'the pseudo', 'code', 'path', 'write a', 'finds a', 'Path', 'using', '*track*', 'here?']"
47,"Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",Polite,"['Opps,', ""I'm going"", 'to fix it', 'for you, ok?']","['Opps,', 'your archive', 'links to', 'talk', 'for you, ok?']","['how come', 'your archive', ""the article's"", 'talk', 'archive?']","['Opps,', 'how come', 'links to', ""the article's"", 'talk']","['your archive', ""the article's"", 'to fix it', 'for you, ok?']","['how come', 'your archive', ""the article's"", ""I'm going"", 'for you, ok?']","['Opps,', 'how come', 'talk', 'page', 'for you, ok?']","['how come', 'your archive', ""I'm going"", 'for you, ok?']","['links to', ""the article's""]","['how come', 'your archive', ""I'm going"", 'for you, ok?']","['Opps,', 'your archive', 'links to', ""the article's"", 'for you, ok?']","['your archive', 'links to', ""the article's"", 'for you, ok?']","['your archive', ""the article's"", 'to fix it', 'for you, ok?']","['links to', 'archive?', 'for you, ok?']","['how come', 'links to', 'page', 'for you, ok?']","['Opps,', 'how come', 'your archive', 'archive?', ""I'm going""]","['how come', 'your archive', ""I'm going"", 'to fix it', 'for you, ok?']","['how come', 'talk', 'page', 'archive?']"
48,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",Polite,"['Thanks for', 'By the way,', ""you weren't an admin:"", 'would you', 'like to be?']","['the heads-up on that;', ""I don't really"", 'By the way,', 'I noticed', ""you weren't an admin:""]","['the heads-up on that;', ""you'd said."", 'I noticed', ""you weren't an admin:"", 'would you']","['Thanks for', 'the heads-up on that;', ""I don't really"", 'beyond what', ""you weren't an admin:""]","['the heads-up on that;', ""I don't really"", ""you'd said."", ""you weren't an admin:""]","['the heads-up on that;', ""I don't really"", 'beyond what', ""you weren't an admin:"", 'would you']","['the heads-up on that;', 'to add', 'By the way,', 'you said', 'like to be?']","['the heads-up on that;', 'beyond what', 'By the way,', 'would you', 'like to be?']","['have anything', ""you weren't an admin:"", 'would you']","['the heads-up on that;', 'beyond what', ""you weren't an admin:"", 'would you', 'like to be?']","['the heads-up on that;', 'have anything', 'beyond what', ""you weren't an admin:"", 'like to be?']","['have anything', ""you'd said."", ""you weren't an admin:"", 'would you', 'like to be?']","['the heads-up on that;', ""I don't really"", ""you'd said."", ""you weren't an admin:""]","['beyond what', 'I noticed', 'would you', 'like to be?']","['have anything', 'beyond what', 'I noticed', 'would you', 'like to be?']","['Thanks for', 'the heads-up on that;', 'to add', 'beyond what', 'would you']","['the heads-up on that;', 'beyond what', ""you'd said."", 'I noticed', 'would you']","['to add', ""you'd said."", 'you said', 'would you']"
49,"Hey Love, as you wish, if you  have any suggestions about my section, let me know.  Is English a second language for you?",Polite,"['Hey Love,', 'as you wish,', 'let me know.¬†']","['Hey Love,', 'as you wish,', 'my section,']","['as you wish,', 'if you¬† have', 'my section,', 'Is English']","['Hey Love,', 'as you wish,', 'if you¬† have', 'any suggestions about']","['as you wish,', 'if you¬† have', 'any suggestions about']","['as you wish,', 'if you¬† have', 'any suggestions about', 'let me know.¬†']","['as you wish,', 'Is English', 'language for', 'you?']","['any suggestions about', 'let me know.¬†', 'language for', 'you?']","['Hey Love,', 'if you¬† have', 'let me know.¬†']","['any suggestions about', 'let me know.¬†', 'language for', 'you?']","['Hey Love,', 'as you wish,', 'if you¬† have', 'any suggestions about']","['Hey Love,', 'as you wish,', 'if you¬† have', 'any suggestions about']","['as you wish,', 'if you¬† have', 'any suggestions about']","['Hey Love,', 'let me know.¬†', 'Is English', 'language for']","['Hey Love,', 'if you¬† have', 'let me know.¬†', 'language for']","['Hey Love,', 'as you wish,', 'my section,', 'you?']","['Hey Love,', 'as you wish,', 'my section,', 'let me know.¬†']","['as you wish,', 'Is English', 'you?']"
50,@marcdeacon_ Happy Birthday Marc have a good one! Xx,Polite,"['Happy', 'Birthday']","['Happy', 'Birthday']","['Happy', 'Marc']","['@marcdeacon ', 'Birthday']",['have a good'],"['@marcdeacon ', 'have a good']",[],"['have a good', 'one! Xx']",[],"['have a good', 'one! Xx']","['@marcdeacon ', 'have a good']","['@marcdeacon ', 'have a good']",['have a good'],[],"['Marc', 'have a good']","['@marcdeacon ', 'Happy']","['Birthday', 'one! Xx']",['Happy']
51,"@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting  Chaey is wishing you to have a pleasant +",Polite,"['sorry for', 'the late', 'greeting¬†', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'unnie!', ""i'm deeply"", 'greeting¬†']","['Hello,', 'unnie!', 'paradox.', 'greeting¬†', 'Chaey is']","['namjoo', 'unnie!', 'Welcome to', 'paradox.', 'the late']","['Hello,', ""i'm deeply"", 'Chaey is', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'unnie!', 'greeting¬†', 'to have a pleasant +']",[],"['unnie!', 'sorry for', 'greeting¬†', 'wishing you', 'to have a pleasant +']",[],"['unnie!', 'sorry for', 'greeting¬†', 'wishing you', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'unnie!', 'paradox.', 'to have a pleasant +']","['@apinknumjoo', 'namjoo', 'unnie!', 'paradox.', 'to have a pleasant +']","['Hello,', ""i'm deeply"", 'Chaey is', 'to have a pleasant +']","['paradox.', 'Chaey is']","['namjoo', 'unnie!', 'Welcome to', 'paradox.', 'the late']","['@apinknumjoo', 'Hello,', 'namjoo', ""i'm deeply"", 'to have a pleasant +']","['Hello,', 'namjoo', 'unnie!', 'sorry for', 'the late']","['Hello,', 'unnie!', 'paradox.', 'Chaey is']"
52,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,Polite,"['trouble', 'chance you']","['Hey Sai -', 'picturing it', 'Any']","['Hey Sai -', ""I'm having"", 'trouble']","['Hey Sai -', ""I'm having"", 'have a design']","['have a design', 'or a sketch for it?']","['Hey Sai -', ""I'm having"", 'or a sketch for it?']","[""I'm having"", 'picturing it', 'Any']","['trouble', 'picturing it', 'or a sketch for it?']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['picturing it', 'have a design', 'or a sketch for it?']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['Hey Sai -', 'chance you', 'or a sketch for it?']","['have a design', 'or a sketch for it?']","['Hey Sai -', 'trouble', 'my head.']","['Hey Sai -', ""I'm having"", 'my head.']","['Hey Sai -', ""I'm having"", 'chance you']","['Hey Sai -', ""I'm having"", 'trouble']","['my head.', 'Any']"
53,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,Polite,"['Happy to', 'connect :) have', 'a great', 'Tuesday.']","['Thanks for', 'the recent', '@discoverdelicio', 'Tuesday.']","['@discoverdelicio', '@johnmilley58', '@OrbeauCustomer', 'Happy to']","['Thanks for', 'the recent', 'follow', '@discoverdelicio']","['@discoverdelicio', '@johnmilley58', 'connect :) have']","['@discoverdelicio', '@johnmilley58', '@OrbeauCustomer', 'connect :) have']",[],"['@discoverdelicio', 'Tuesday.']",[],"['@discoverdelicio', 'Tuesday.']","['@johnmilley58', 'connect :) have']","['@johnmilley58', 'connect :) have']","['@discoverdelicio', '@johnmilley58', 'connect :) have']",[],"['@discoverdelicio', 'a great']","['Thanks for', '@johnmilley58', 'a great', 'Tuesday.']","['Thanks for', 'follow', '@johnmilley58', 'Tuesday.']","['follow', '@johnmilley58', 'Happy to']"
54,"I will understand if you decline, but would very much like you to accept.  May I nominate you?",Polite,"['May I', 'nominate you?']","['I will understand', 'if you decline,', 'very much like']","['you to accept.¬†', 'May I', 'nominate you?']","['I will understand', 'but would', 'very much like']",['you to accept.¬†'],"['I will understand', 'if you decline,', 'you to accept.¬†']","['but would', 'May I', 'nominate you?']","['but would', 'you to accept.¬†', 'nominate you?']",['I will understand'],"['very much like', 'you to accept.¬†', 'nominate you?']","['I will understand', 'very much like', 'you to accept.¬†']","['I will understand', 'very much like', 'you to accept.¬†']",['you to accept.¬†'],"['if you decline,']","['if you decline,', 'you to accept.¬†', 'nominate you?']","['I will understand', 'if you decline,', 'you to accept.¬†']","['if you decline,', 'you to accept.¬†', 'May I']",['but would']
55,"@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!",Polite,"[""you're hilarious"", 'and smart.', 'is brilliant.', 'Please']","['and smart.', 'Lovett or', 'is brilliant.', 'Please', 'Florida!']","['All that said,', ""you're hilarious"", 'Lovett or', 'Please', 'Florida!']","['All that said,', ""you're hilarious"", 'Leave It', 'is brilliant.', 'come do']","['All that said,', ""you're hilarious"", 'Lovett or', 'is brilliant.']","['All that said,', ""you're hilarious"", 'Leave It', 'is brilliant.', 'come do']",[],"[""you're hilarious"", 'is brilliant.', 'come do', 'a live', 'Florida!']",[],"[""you're hilarious"", 'is brilliant.', 'Please', 'a live', 'Florida!']","['@jonlovett', 'All that said,', ""you're hilarious"", 'and smart.', 'Please']","['@jonlovett', 'All that said,', ""you're hilarious"", 'and smart.', 'Please']","['All that said,', ""you're hilarious"", 'Lovett or', 'is brilliant.']",[],"['@jonlovett', ""you're hilarious"", 'is brilliant.', 'a live', 'show in']","['@jonlovett', 'All that said,', ""you're hilarious"", 'Leave It', 'is brilliant.']","['All that said,', ""you're hilarious"", 'and smart.', 'Please', 'a live']","['Lovett or', 'Leave It', 'Please', 'come do']"
56,@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?,Polite,"['Care to', 'give any']","['@svante -', ""I'm fine"", 'feedback on']","[""I'm fine"", 'Care to', 'be using?']","['@svante -', 'Care to', 'what I SHOULD']","['with that!', 'what I SHOULD']","[""I'm fine"", 'what I SHOULD', 'be using?']",[],['be using?'],[],['be using?'],['what I SHOULD'],['what I SHOULD'],"['feedback on', 'what I SHOULD']",[],['be using?'],"[""I'm fine"", 'what I SHOULD', 'be using?']","[""I'm fine"", 'what I SHOULD', 'be using?']","[""I'm fine"", 'Care to']"
57,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,Polite,[],"['More important than', 'down.¬†', 'should do?']","['down.¬†', 'Any tips on what', 'the recipient']","['More important than', 'how they work', 'is how to shut them']","['is how to shut them', 'Any tips on what']","['More important than', 'how they work', 'is how to shut them']",['should do?'],"['Any tips on what', 'the recipient', 'should do?']",['More important than'],"['how they work', 'Any tips on what', 'should do?']","['how they work', 'is how to shut them', 'down.¬†']","['how they work', 'is how to shut them', 'down.¬†']","['is how to shut them', 'Any tips on what']",['the recipient'],"['how they work', 'the recipient', 'of such a message']","['More important than', 'Any tips on what', 'should do?']","['More important than', 'Any tips on what', 'should do?']","['down.¬†', 'the recipient']"
58,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",Polite,"['Thanks,', 'be a good']","['Thanks,', 'I think', 'Angel']","['Angel', 'Mendez will', 'portal. What']","['Thanks,', 'I think', 'story for the']","['story for the', 'portal. What']","['I think', 'portal. What', 'do you think?']",[],"['portal. What', 'do you think?']",[],"['portal. What', 'do you think?']","['Thanks,', 'Mendez will', 'story for the']","['Mendez will', 'story for the']","['story for the', 'portal. What']",[],"['Angel', 'Mendez will']","['I think', 'Angel', 'do you think?']","['I think', 'Angel', 'do you think?']","['I think', 'Angel']"
