stim_id,text,style,baseline
27,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,Positive,"{""id"": ""cmpl-68YgDjyVlQqg4cwmQkP9mjhSW0uDG"", ""object"": ""text_completion"", ""created"": 1667497953, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.080607474, -0.0009798546, -2.69651, -1.0074859, -0.065214485, -0.080356054, -0.16391662, -1.0303739], ""top_logprobs"": [{"" Positive"": -0.080607474, ""\n"": -2.6525555, "" positive"": -5.614941, ""Pos"": -6.953464, "" Negative"": -7.242638}, {""<|endoftext|>"": -0.0009798546, ""."": -7.0561805, ""\n"": -9.958077, ""\n\n"": -10.989221, "" text"": -11.714631}, {""\n"": -2.69651, ""#"": -2.9927735, ""Q"": -3.1238248, ""The"": -3.37645, ""\"""": -3.535816}, {""\\"": -1.0074859, ""\n"": -1.4241138, ""#"": -2.4071145, ""%"": -2.8417068, ""import"": -3.390026}, {""document"": -0.065214485, ""new"": -4.277984, ""Requ"": -4.564353, ""def"": -4.788321, ""begin"": -5.1825714}, {""class"": -0.080356054, ""style"": -2.569385, "" class"": -8.987329, "" style"": -9.618987, ""Class"": -10.859876}, {"" {"": -7.7556376, ""[]"": -5.625826, ""["": -0.16391662, "" ["": -5.177519, ""{"": -1.9635296}, {""12"": -1.0303739, ""11"": -2.1958277, ""use"": -3.153641, ""a"": -2.653003, ""10"": -2.657227}], ""text_offset"": [215, 224, 224, 224, 224, 224, 224, 224]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 46, ""completion_tokens"": 1, ""total_tokens"": 47}}"
28,The fly-on-the-wall method used to document rural French school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work.,Positive,"{""id"": ""cmpl-68YgTfNn95Wo34daREfCnOQGnATtX"", ""object"": ""text_completion"", ""created"": 1667497969, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get"", "" the""], ""token_logprobs"": [-0.4072212, -0.0014589485, -2.1038554, -0.0015592938, -1.5891174, -0.47026247, -2.7411487, -1.5170443], ""top_logprobs"": [{""\n"": -1.5739006, "" Neutral"": -4.731593, "" Positive"": -0.4072212, "" Negative"": -2.2917016, "" positive"": -4.87329}, {""."": -6.6089263, ""\n"": -9.991653, "" text"": -13.0111, ""<|endoftext|>"": -0.0014589485, ""\n\n"": -10.9188}, {""\"""": -3.470204, ""\n"": -2.3798654, ""#"": -2.7454062, ""The"": -3.8620622, ""Q"": -2.1038554}, {"" :"": -9.414389, ""."": -8.916632, ""1"": -9.114404, "":"": -0.0015592938, ""atar"": -9.805508}, {""bytes: \\xd0"": -3.945062, "" Error"": -4.020539, "" How"": -1.5891174, "" What"": -3.41286, "" how"": -3.933726}, {"" to"": -0.47026247, "" can"": -1.806484, "" do"": -2.0193758, "" does"": -3.9739952, "" many"": -5.0482445}, {"" create"": -3.3621914, "" get"": -2.7411487, "" add"": -3.1960435, "" use"": -2.7857745, "" make"": -3.1648498}, {"" data"": -3.76007, "" value"": -4.001872, "" a"": -2.337682, "" the"": -1.5170443, "" all"": -3.4191446}], ""text_offset"": [269, 278, 278, 278, 278, 278, 278, 278]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 59, ""completion_tokens"": 1, ""total_tokens"": 60}}"
29,The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in Hollywood's hastier productions.,Positive,"{""id"": ""cmpl-68YggeMn8XfVkGv1R7zhIiFezAhHz"", ""object"": ""text_completion"", ""created"": 1667497982, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.06238195, -0.0011826726, -2.8440087, -1.0527723, -0.05821023, -0.07650914, -0.16176917, -1.0582407], ""top_logprobs"": [{""\n"": -2.8797839, ""Pos"": -7.165236, "" Positive"": -0.06238195, "" The"": -8.464431, "" positive"": -5.9098167}, {""."": -6.8833294, ""\n"": -9.358294, "" text"": -11.760957, ""<|endoftext|>"": -0.0011826726, ""\n\n"": -11.082786}, {""\"""": -3.4247203, ""\n"": -2.8440087, ""#"": -3.0349746, ""The"": -3.5113308, ""Q"": -2.9439657}, {""import"": -3.4373417, ""\n"": -1.3954057, ""#"": -2.3469732, ""%"": -2.7663062, ""\\"": -1.0527723}, {""Requ"": -4.5819454, ""document"": -0.05821023, ""begin"": -5.302883, ""new"": -4.399872, ""def"": -4.8762155}, {"" class"": -8.807338, "" style"": -9.477681, ""class"": -0.07650914, ""style"": -2.617562, ""Class"": -10.856212}, {"" {"": -7.844467, ""[]"": -5.6568365, ""["": -0.16176917, "" ["": -5.257912, ""{"": -1.9721358}, {""12"": -1.0582407, ""11"": -2.1910846, ""use"": -3.1790473, ""a"": -2.656013, ""10"": -2.5878873}], ""text_offset"": [236, 245, 245, 245, 245, 245, 245, 245]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 51, ""completion_tokens"": 1, ""total_tokens"": 52}}"
30,"@chasejarvis Honestly, been hearing this over and over again...it's kinda imprinted on my mind now. Thanks! #Strategy",Positive,"{""id"": ""cmpl-68YgtyaQ5qWqRPu1unXiKR6wtzKoW"", ""object"": ""text_completion"", ""created"": 1667497995, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is"", "" a""], ""token_logprobs"": [-0.16086006, -0.00045060576, -2.0679393, -0.3876311, -3.1959631, -3.3056371, -1.6168473, -0.51489353], ""top_logprobs"": [{"" Positive"": -0.16086006, ""\n"": -2.007178, "" positive"": -4.988819, "" Negative"": -5.638694, ""Pos"": -6.773956}, {""<|endoftext|>"": -0.00045060576, ""."": -8.327379, ""\n"": -9.164155, ""\n\n"": -10.089501, "" text"": -12.166872}, {""\n"": -2.0679393, ""#"": -2.4358015, ""Q"": -2.693245, ""\"""": -3.752528, ""\n\n"": -3.9051828}, {""\n"": -0.3876311, ""\\"": -2.1190536, ""#"": -2.853768, ""%"": -3.714221, ""%%"": -4.2350597}, {""The"": -3.1959631, ""A"": -3.6366057, ""B"": -3.6510644, ""I"": -4.136382, ""P"": -4.2437577}, {"" following"": -3.3056371, "" Canadian"": -4.0697227, "" product"": -4.3726616, ""sa"": -4.4296923, "" first"": -5.0379915}, {"" is"": -1.6168473, "" questions"": -1.7699978, "" message"": -2.1409018, "" are"": -3.0565429, "" list"": -3.5821917}, {"" a"": -0.51489353, "" an"": -2.0847816, "" from"": -2.399722, "" the"": -2.5768385, "" my"": -4.542796}], ""text_offset"": [199, 208, 208, 208, 208, 208, 208, 208]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 49, ""completion_tokens"": 1, ""total_tokens"": 50}}"
31,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",Positive,"{""id"": ""cmpl-68YguiduV078XT3z32me4DFCvvRhV"", ""object"": ""text_completion"", ""created"": 1667497996, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is"", "" a""], ""token_logprobs"": [-0.23993975, -0.0011819554, -2.6786616, -0.30337468, -3.1431897, -3.2857225, -1.6659172, -0.5330953], ""top_logprobs"": [{"" Positive"": -0.23993975, ""\n"": -1.6032038, "" positive"": -5.28006, "" Negative"": -6.117836, ""Pos"": -6.618167}, {""<|endoftext|>"": -0.0011819554, ""."": -6.8300815, ""\n"": -10.070954, ""\n\n"": -11.550046, "" text"": -12.247872}, {""\n"": -2.6786616, ""#"": -2.6932437, ""Q"": -2.8310587, ""The"": -3.7413175, ""\"""": -3.8198335}, {""\n"": -0.30337468, ""\\"": -2.4437582, ""#"": -2.9981818, ""%"": -3.9328172, ""##"": -4.507247}, {""The"": -3.1431897, ""B"": -3.6302855, ""A"": -3.6528163, ""I"": -4.135607, ""P"": -4.250763}, {"" following"": -3.2857225, "" Canadian"": -4.2597175, "" product"": -4.445837, ""sa"": -4.5639167, "" first"": -4.987326}, {"" is"": -1.6659172, "" questions"": -1.7667605, "" message"": -2.1415107, "" are"": -2.9998848, "" list"": -3.5848858}, {"" a"": -0.5330953, "" an"": -2.1009388, "" from"": -2.3002594, "" the"": -2.5620172, "" my"": -4.559819}], ""text_offset"": [217, 226, 226, 226, 226, 226, 226, 226]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 48, ""completion_tokens"": 1, ""total_tokens"": 49}}"
32,"Let me no longer languish in #pain, but look forward with #joy to all I have been gifted to achieve in my life.' ~ #Eleesha  #quote",Positive,"{""id"": ""cmpl-68Yh5JV8ickNzRfgBIcRJeRGOrphF"", ""object"": ""text_completion"", ""created"": 1667498007, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get"", "" the""], ""token_logprobs"": [-0.065582916, -0.000503143, -1.5605903, -0.00012727616, -1.6105125, -0.4886181, -2.7190182, -1.5137906], ""top_logprobs"": [{"" Positive"": -0.065582916, ""\n"": -2.941504, "" positive"": -5.204656, "" Negative"": -5.845968, ""Pos"": -6.6805425}, {""<|endoftext|>"": -0.000503143, ""."": -7.870695, ""\n"": -9.713902, ""\n\n"": -11.14773, "" text"": -12.489747}, {""Q"": -1.5605903, ""\n"": -2.353301, ""#"": -2.7353153, ""\"""": -3.8157601, ""/*"": -4.2943044}, {"":"": -0.00012727616, ""."": -10.957468, ""1"": -11.764015, ""R"": -12.04362, "" :"": -12.053709}, {"" How"": -1.6105125, "" What"": -3.4215324, ""bytes: \\xd0"": -3.954419, "" how"": -3.981075, "" Can"": -3.9970722}, {"" to"": -0.4886181, "" can"": -1.7732077, "" do"": -1.984644, "" does"": -3.93701, "" many"": -5.067961}, {"" get"": -2.7190182, "" use"": -2.7749536, "" make"": -3.178985, "" add"": -3.1870039, "" create"": -3.3791468}, {"" the"": -1.5137906, "" a"": -2.3077595, "" all"": -3.4433942, "" data"": -3.7192173, "" value"": -3.9297013}], ""text_offset"": [213, 222, 222, 222, 222, 222, 222, 222]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 55, ""completion_tokens"": 1, ""total_tokens"": 56}}"
33,"A densely constructed, highly referential film, and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work.",Positive,"{""id"": ""cmpl-68Yh7rCgThGkSFh02xKRTLUJuTxdy"", ""object"": ""text_completion"", ""created"": 1667498009, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.07026132, -0.0023301714, -2.726622, -0.96505576, -0.05354356, -0.07309919, -0.160426, -1.0303726], ""top_logprobs"": [{"" Positive"": -0.07026132, ""\n"": -2.7667754, "" positive"": -5.7512207, ""Pos"": -7.077693, ""positive"": -8.171048}, {""<|endoftext|>"": -0.0023301714, ""."": -6.1544595, ""\n"": -9.263344, ""\n\n"": -10.622354, "" text"": -11.325658}, {""\n"": -2.726622, ""Q"": -2.8432314, ""#"": -2.9790137, ""The"": -3.4234445, ""\"""": -3.492863}, {""\\"": -0.96505576, ""\n"": -1.2681868, ""#"": -2.5607598, ""%"": -2.7765427, ""import"": -3.5235374}, {""document"": -0.05354356, ""Requ"": -4.4465294, ""new"": -4.664076, ""def"": -4.92918, ""begin"": -5.3911796}, {""class"": -0.07309919, ""style"": -2.6604443, "" class"": -8.896185, "" style"": -9.623846, ""Class"": -10.960858}, {""["": -0.160426, ""{"": -1.9816407, "" ["": -5.193831, ""[]"": -5.705447, "" {"": -7.784206}, {""12"": -1.0303726, ""11"": -2.1588259, ""a"": -2.6773918, ""10"": -2.6832998, ""use"": -3.148277}], ""text_offset"": [223, 232, 232, 232, 232, 232, 232, 232]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 50, ""completion_tokens"": 1, ""total_tokens"": 51}}"
34,@RickHoffman_ And we are all so grateful for your perseverance! Happy Anniversary twin!,Positive,"{""id"": ""cmpl-68YhKl7Xaoy1K8G1oP4eyG5SfckbA"", ""object"": ""text_completion"", ""created"": 1667498022, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is"", "" a""], ""token_logprobs"": [-0.12375665, -0.0011733621, -2.4140162, -0.59710366, -3.1461687, -3.196329, -1.6078823, -0.4997174], ""top_logprobs"": [{"" Positive"": -0.12375665, ""\n"": -2.2646925, "" positive"": -4.787871, ""Pos"": -6.5013585, "" "": -7.6465344}, {""<|endoftext|>"": -0.0011733621, ""."": -7.076353, ""\n"": -8.637745, ""\n\n"": -10.30109, "" text"": -11.082864}, {""\n"": -2.4140162, ""#"": -2.7993474, ""Q"": -2.819282, ""\"""": -3.707946, ""\n\n"": -3.9081872}, {""\n"": -0.59710366, ""\\"": -1.7262207, ""#"": -2.567126, ""%"": -3.3390942, ""%%"": -3.9152026}, {""The"": -3.1461687, ""A"": -3.6617217, ""B"": -3.7694871, ""I"": -4.109908, ""("": -4.241741}, {"" following"": -3.196329, "" Canadian"": -3.9599512, "" product"": -4.4393477, ""sa"": -4.509905, "" first"": -5.034698}, {"" is"": -1.6078823, "" questions"": -1.7607892, "" message"": -2.2269948, "" are"": -3.1059678, "" list"": -3.5688553}, {"" a"": -0.4997174, "" an"": -2.1043422, "" from"": -2.4115872, "" the"": -2.588246, "" my"": -4.6457524}], ""text_offset"": [169, 178, 178, 178, 178, 178, 178, 178]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 40, ""completion_tokens"": 1, ""total_tokens"": 41}}"
35,Nothing makes me happier than managing my depression well.,Positive,"{""id"": ""cmpl-68YhULxoqNiHo3b4IusiEens58Ku2"", ""object"": ""text_completion"", ""created"": 1667498032, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get"", "" the""], ""token_logprobs"": [-0.07318152, -0.0067103878, -2.5306208, -9.055464e-07, -1.5683062, -0.4817972, -2.7162802, -1.5088263], ""top_logprobs"": [{"" Positive"": -0.07318152, ""\n"": -2.8019953, "" positive"": -5.66606, "" Negative"": -5.9464784, ""Pos"": -6.065404}, {""<|endoftext|>"": -0.0067103878, ""."": -5.0502577, ""\n"": -9.259527, "" text"": -10.076472, "" Text"": -10.487843}, {""Q"": -2.5306208, ""#"": -2.5489962, ""\n"": -2.6049678, ""\"""": -3.6478934, ""The"": -3.7013958}, {"":"": -9.055464e-07, ""."": -15.68754, "" :"": -16.441086, "":\\"": -16.635216, "":'"": -16.795952}, {"" How"": -1.5683062, "" What"": -3.4430025, ""bytes: \\xd0"": -3.8561726, "" how"": -3.9059572, "" Can"": -3.9727123}, {"" to"": -0.4817972, "" can"": -1.7576352, "" do"": -2.004013, "" does"": -3.9982271, "" many"": -5.148844}, {"" get"": -2.7162802, "" use"": -2.761008, "" make"": -3.1632476, "" add"": -3.1875336, "" create"": -3.3999848}, {"" the"": -1.5088263, "" a"": -2.3293905, "" all"": -3.4302197, "" data"": -3.6765897, "" value"": -3.8916593}], ""text_offset"": [140, 149, 149, 149, 149, 149, 149, 149]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 29, ""completion_tokens"": 1, ""total_tokens"": 30}}"
36,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml ,Positive,"{""id"": ""cmpl-68YheWG3Dco4fwzFvYpie6KhqgAnG"", ""object"": ""text_completion"", ""created"": 1667498042, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get"", "" the""], ""token_logprobs"": [-0.077837564, -0.000424607, -2.3333058, -5.460492e-07, -1.5961925, -0.47543985, -2.69576, -1.5129772], ""top_logprobs"": [{"" Positive"": -0.077837564, ""\n"": -2.6843572, "" positive"": -5.5170283, ""Pos"": -7.1708283, "" "": -7.84665}, {""<|endoftext|>"": -0.000424607, ""."": -8.371401, ""\n"": -9.6083555, ""\n\n"": -10.9769335, "" Text"": -11.245085}, {""Q"": -2.3333058, ""\n"": -2.5455244, ""#"": -2.9866433, ""\"""": -3.595261, ""The"": -3.8056993}, {"" :"": -16.342514, ""."": -16.089651, "":-"": -16.995237, "":"": -5.460492e-07, "":'"": -16.83503}, {""bytes: \\xd0"": -3.9382405, "" How"": -1.5961925, "" Can"": -3.956598, "" What"": -3.4276237, "" how"": -3.9050884}, {"" to"": -0.47543985, "" can"": -1.7724255, "" do"": -2.0203311, "" does"": -3.979676, "" many"": -5.163537}, {"" create"": -3.3857052, "" get"": -2.69576, "" add"": -3.1906908, "" use"": -2.7622063, "" make"": -3.1889951}, {"" data"": -3.6832576, "" value"": -3.8888774, "" a"": -2.3063068, "" the"": -1.5129772, "" all"": -3.4262767}], ""text_offset"": [217, 226, 226, 226, 226, 226, 226, 226]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 53, ""completion_tokens"": 1, ""total_tokens"": 54}}"
37,"It's one of those baseball pictures where the hero is stoic, the wife is patient, the kids are as cute as all get-out and the odds against success are long enough to intimidate, but short enough to make a dream seem possible.",Positive,"{""id"": ""cmpl-68YhprbYjM1PwzkrOYYXfAMj0fCb1"", ""object"": ""text_completion"", ""created"": 1667498053, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get"", "" the""], ""token_logprobs"": [-0.12588574, -0.0032985574, -2.700206, -0.00010820183, -1.5862358, -0.4813565, -2.7295926, -1.5097724], ""top_logprobs"": [{"" Positive"": -0.12588574, ""\n"": -2.330117, "" positive"": -5.049549, ""Pos"": -5.4288793, "" The"": -5.665049}, {""<|endoftext|>"": -0.0032985574, ""."": -5.758425, ""\n"": -10.192033, ""\n\n"": -11.090995, "" text"": -11.289579}, {""Q"": -2.700206, ""\n"": -2.7414687, ""#"": -2.901673, ""\"""": -3.4667208, ""The"": -3.5175314}, {"":"": -0.00010820183, ""."": -10.748534, ""1"": -11.896507, "" :"": -12.29818, ""R"": -12.705929}, {""bytes: \\xd0"": -3.937852, "" How"": -1.5862358, "" Can"": -3.9644222, "" What"": -3.4380484, "" how"": -3.965661}, {"" to"": -0.4813565, "" can"": -1.767638, "" do"": -2.01307, "" does"": -3.9712303, "" many"": -5.119276}, {"" create"": -3.380314, "" get"": -2.7295926, "" add"": -3.176057, "" use"": -2.761853, "" make"": -3.1643736}, {"" data"": -3.6919298, "" value"": -3.934135, "" a"": -2.3254185, "" the"": -1.5097724, "" all"": -3.401886}], ""text_offset"": [307, 316, 316, 316, 316, 316, 316, 316]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 69, ""completion_tokens"": 1, ""total_tokens"": 70}}"
38,Good morning and happy Tuesday! I hope you have a terrific day! Enjoy it tons,Positive,"{""id"": ""cmpl-68Yi2RVjghwuNIteouniKlJYpXlA4"", ""object"": ""text_completion"", ""created"": 1667498066, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" following"", "" is"", "" a""], ""token_logprobs"": [-0.14158607, -0.0006836117, -2.4833448, -0.42588642, -3.142163, -3.277603, -1.6576712, -0.53326374], ""top_logprobs"": [{""\n"": -2.0914721, ""Pos"": -5.828746, ""positive"": -7.6589108, "" Positive"": -0.14158607, "" positive"": -5.7954025}, {""."": -8.002353, ""\n"": -8.668946, "" text"": -10.365058, ""<|endoftext|>"": -0.0006836117, ""\n\n"": -10.162293}, {""\"""": -3.536044, ""\n"": -2.4833448, ""#"": -2.4952872, ""The"": -3.6810424, ""Q"": -2.999859}, {""%%"": -4.281018, ""\n"": -0.42588642, ""#"": -2.7087405, ""%"": -3.7030723, ""\\"": -2.0919707}, {""A"": -3.6596723, ""B"": -3.6536634, ""I"": -4.1516094, ""The"": -3.142163, ""P"": -4.211295}, {""sa"": -4.5195518, "" following"": -3.277603, "" product"": -4.4786053, "" Canadian"": -4.278219, "" first"": -5.0089226}, {"" list"": -3.6035924, "" questions"": -1.7284514, "" is"": -1.6576712, "" message"": -2.1606781, "" are"": -3.030051}, {"" a"": -0.53326374, "" the"": -2.5582805, "" an"": -2.067554, "" from"": -2.3717904, "" my"": -4.5738335}], ""text_offset"": [159, 168, 168, 168, 168, 168, 168, 168]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 36, ""completion_tokens"": 1, ""total_tokens"": 37}}"
39,"An entertaining, colorful, action-filled crime story with an intimate heart.",Positive,"{""id"": ""cmpl-68YiCrhwqlpYzmJOavyN7suYR3jiI"", ""object"": ""text_completion"", ""created"": 1667498076, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.07735375, -0.0014800184, -2.6082923, -1.0246865, -0.061492503, -0.085198164, -0.16544946, -1.0320607], ""top_logprobs"": [{""\n"": -2.759786, ""Pos"": -6.8486876, "" "": -7.3099756, "" Positive"": -0.07735375, "" positive"": -4.7993393}, {""."": -6.5923443, ""\n"": -10.761762, "" text"": -10.554421, ""<|endoftext|>"": -0.0014800184, "" Text"": -11.076183}, {""\"""": -3.5562916, ""\n"": -2.6082923, ""#"": -2.6166284, ""The"": -3.5093782, ""Q"": -3.1889904}, {""%%"": -3.5293603, ""\n"": -1.3504606, ""#"": -2.3911693, ""%"": -2.9194827, ""\\"": -1.0246865}, {""Requ"": -4.6132436, ""document"": -0.061492503, ""begin"": -5.240152, ""new"": -4.412534, ""def"": -4.686852}, {"" class"": -8.843798, "" style"": -9.54471, ""class"": -0.085198164, ""style"": -2.5137048, ""Class"": -10.75134}, {"" {"": -7.777208, ""[]"": -5.6517897, ""["": -0.16544946, "" ["": -5.175871, ""{"": -1.9534963}, {""12"": -1.0320607, ""11"": -2.1669915, ""use"": -3.195324, ""a"": -2.6645987, ""10"": -2.6349337}], ""text_offset"": [158, 167, 167, 167, 167, 167, 167, 167]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 34, ""completion_tokens"": 1, ""total_tokens"": 35}}"
40,"The film is beautifully mounted, but, more to the point, the issues are subtly presented, managing to walk a fine line with regard to the question of Joan's madness.",Positive,"{""id"": ""cmpl-68YiQQcmJL9eJRSxgIforOkUjeBxT"", ""object"": ""text_completion"", ""created"": 1667498090, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.11737611, -0.0019804314, -2.5896275, -1.0829201, -0.058046807, -0.07184829, -0.1714986, -1.0733916], ""top_logprobs"": [{""\n"": -2.3322625, "" Neutral"": -6.1516705, "" Positive"": -0.11737611, "" The"": -6.385001, "" positive"": -5.4193377}, {""."": -6.3525324, ""\n"": -8.94945, "" text"": -12.116223, ""<|endoftext|>"": -0.0019804314, ""\n\n"": -10.360432}, {""\"""": -3.427123, ""\n"": -2.5896275, ""#"": -2.8751817, ""The"": -3.380387, ""Q"": -2.6490119}, {""import"": -3.5453775, ""\n"": -1.2428236, ""#"": -2.4490175, ""%"": -2.824851, ""\\"": -1.0829201}, {""Requ"": -4.594197, ""document"": -0.058046807, ""begin"": -5.246132, ""new"": -4.4961567, ""def"": -4.8410616}, {"" class"": -8.926699, "" style"": -9.650492, ""class"": -0.07184829, ""style"": -2.6780875, ""Class"": -10.869482}, {"" {"": -7.7890487, ""[]"": -5.63198, ""["": -0.1714986, "" ["": -5.157371, ""{"": -1.9196627}, {""12"": -1.0733916, ""11"": -2.1690078, ""use"": -3.1977658, ""a"": -2.6514373, ""10"": -2.655909}], ""text_offset"": [247, 256, 256, 256, 256, 256, 256, 256]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 54, ""completion_tokens"": 1, ""total_tokens"": 55}}"
41, Its amazing isnt it. Im a big fan of B&W but the life these restorations give the photographs is awe inspiring.,Positive,"{""id"": ""cmpl-68Yibzna9CH0Y2IG7TPsntdDkzkzQ"", ""object"": ""text_completion"", ""created"": 1667498101, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Positive"", ""index"": 0, ""logprobs"": {""tokens"": ["" Positive"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""["", ""12""], ""token_logprobs"": [-0.11410912, -0.0020736037, -2.3734498, -1.0567327, -0.05450003, -0.08311194, -0.1684756, -1.1013631], ""top_logprobs"": [{""\n"": -2.42383, ""Pos"": -6.7177367, "" "": -4.596422, "" Positive"": -0.11410912, "" positive"": -5.2847633}, {""."": -6.3537755, ""\n"": -8.590019, "" text"": -11.452886, ""<|endoftext|>"": -0.0020736037, ""\n\n"": -9.874066}, {""\"""": -3.4780636, ""\n"": -2.3734498, ""#"": -2.6814961, ""The"": -3.50644, ""Q"": -3.0836174}, {""import"": -3.2905905, ""\n"": -1.6048894, ""#"": -2.1400862, ""%"": -3.051937, ""\\"": -1.0567327}, {""Requ"": -4.641886, ""document"": -0.05450003, ""begin"": -5.3187456, ""new"": -4.3687773, ""def"": -4.9793806}, {"" class"": -8.916734, "" style"": -9.544662, ""class"": -0.08311194, ""style"": -2.5364258, ""Class"": -10.946265}, {"" {"": -7.820808, ""[]"": -5.6154337, ""["": -0.1684756, "" ["": -5.2936234, ""{"": -1.9321837}, {""12"": -1.1013631, ""11"": -2.187599, ""use"": -3.1354454, ""a"": -2.6251545, ""10"": -2.590945}], ""text_offset"": [194, 203, 203, 203, 203, 203, 203, 203]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 48, ""completion_tokens"": 1, ""total_tokens"": 49}}"
